file_name|id|source_org|source_file|original_id|type|name|address|city|state|zip_code|county|location_description|phone|url|latitude|longitude|latlng_source|date_from|date_to|open_to_spec_group|data_issues|food_bucks|snap|wic|fmnp|fresh_produce|free_distribution|group_id|merged_record|timestamp|in_error
ARC_GIS_SUMMER_MEAL_QUERY|25|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|King Elementary School|50 Montgomery Place|Pittsburgh|PA|15212|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.4547154207038|-80.0052649714077|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|26|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Westinghouse Academy|1101 North Murtland Street|Pittsburgh|PA|15208|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.4606358941928|-79.9003167543098|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|27|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Obama Academy|515 North Highland Avenue|Pittsburgh|PA|15206|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 10-11am.<br/>|||40.4669320864915|-79.9223150591936|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|28|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Minadeo Elementary School|6502 Lilac Street|Pittsburgh|PA|15217|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.4231456529457|-79.925689697231|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|29|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Carmalt Academy of Science and Tech|1550 Breining Street|Pittsburgh|PA|15234|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.3883917678092|-80.0067275296928|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|30|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Brashear High School|590 Crane Avenue|Pittsburgh|PA|15216|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.4169833196409|-80.0183737650599|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|31|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|South Hills Middle School|595 Crane Avenue|Pittsburgh|PA|15216|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.4194589985625|-80.0181880220856|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|32|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Spring Garden Early Childhood Center|1501 Spring Garden Avenue|Pittsburgh|PA|15212|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 10:30-11:30 am.<br/>|||40.4644558208363|-79.9858055449955|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|33|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Weil Elementary School|2250 Centre Avenue|Pittsburgh|PA|15219|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.4451812153891|-79.974002400401|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|34|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Pittsburgh Science & Technology Academy|107 Thackeray Avenue|Pittsburgh|PA|15260|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.4438208325038|-79.9574247561198|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|35|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|0|summer meal site|Langley K-8|2940 Sheraden Blvd|Pittsburgh|PA|15204|Allegheny|Site Hours: Monday through Friday this site serves breakfast and lunch from 9:30-10:30 am.<br/>|||40.4546162208796|-80.0540851988151|Arc_Gis|||children and teens 18 and younger||False|False|False|False|False|True||False||False
ARC_GIS_SUMMER_MEAL_QUERY|36|Allegheny County|https://services1.arcgis.com/vdNDkVykv9vEWFX4/arcgis/rest/services/Child_Nutrition/FeatureServer|119792|summer meal site|Sto-Rox High School|1102 Valley Street|McKees Rocks|PA|15136|Allegheny|Service Type: Grab and Go<br/>Site Hours: This site provides bundled breakfast and lunch Monday - Friday from 10 - noon.<br/>Comments: Please contact the site to confirm the information<br/>|||-80.09522068|40.48949314|Arc_Gis|July 14, 2021|August 31, 2021|children and teens 18 and younger||False|False|False|False|False|True||False||False
